Sols;Na2O;MgO;Al2O3;SiO2;P2O5;SO3;Cl;K2O;CaO;TiO2;Cr2O3;MnO;FeO;Ni;Zn;Br;Amorphous;Pyroxene;Sulfate;Magnetite;Hematite;Feldspar;Plagioclase;Clay;Rank;Latitude;Longitude
2442;2.32;7.82;8.5;42.99;1.01;7.38;1.16;0.54;5.83;1.13;0.31;0.38;20.11;706;3361;425;43.03;10.99;4.94;0;3.55;2.57;20.48;14.45;783;;
2443;2.39;8.06;8.86;42.92;0.97;6.7;1.27;0.65;5.37;1.15;0.34;0.27;20.45;724;2921;450;43.18;10.38;5.14;0;3.86;2.57;20.41;14.45;784;;
2443;2.26;7.14;8.3;42.73;0.97;9.77;1.09;0.58;6.51;1.05;0.28;0.28;18.55;684;3122;406;43.61;10.38;5.14;0;3.61;2.4;20.41;14.45;785;;
2446;2.34;6.98;8.57;43.65;0.75;8.19;1.41;0.71;5.96;1.1;0.32;0.27;19.17;711;3720;491;43.17;10.38;5.14;0;3.75;2.25;20.41;14.88;786;;
2449;2.41;4.49;9.25;50.77;0.69;3.22;1.05;1.24;2.51;1.14;0.3;0.08;22.48;692;1062;719;42.84;10.93;5.14;0;3.54;2.25;20.41;14.88;787;;
2450;2.13;6.2;8.5;43.31;1.19;7.25;0.96;0.68;5.64;1.08;0.31;1.25;20.69;697;4465;159;43.35;11.14;5.06;0;3.4;2.25;20.48;14.33;788;;
2450;2.3;6.22;7.97;38.44;1.31;11.27;1.43;0.64;7.81;1.11;0.34;0.7;19.96;654;2861;601;43.91;11.26;4.85;0;3.15;2.03;20.48;14.33;789;;
2452;2.32;6.12;9.14;47.38;1;5.25;1.18;0.86;4.57;1.18;0.36;0.29;19.87;860;2743;272;43.75;11.14;5.06;0;3.15;2.03;20.55;14.33;790;;
2454;2.23;6.67;8.5;48.63;0.69;4.77;1.49;1.07;3.24;1.03;0.35;0.12;20.63;996;2777;1184;43.62;10.93;5.06;0;3.4;2.25;20.84;13.91;791;;
2458;2.48;7.55;8.76;45.54;0.74;6.28;1.5;0.81;4.62;1.04;0.33;0.2;19.5;922;2506;544;43.91;10.93;4.97;0;3.4;2.03;21.11;13.65;792;;
2458;2.26;6.62;8.41;46.53;0.81;6.26;1.34;0.94;4.57;1.18;0.35;0.22;19.97;837;2689;1055;42.93;10.93;4.97;0;3.4;2.03;21.11;14.63;793;;
2461;2.46;7.77;9.09;46.57;0.95;4.83;1.38;0.76;4.2;1.13;0.37;0.25;19.72;760;2861;778;43.47;10.93;4.97;0;3.54;2.25;21.19;13.65;794;;
2461;2.35;6.97;8.8;45.43;0.97;6.55;1.43;0.78;4.7;1.02;0.31;0.3;19.87;815;2723;417;43.71;10.38;5.06;0;3.63;2.4;21.17;13.65;795;;
2463;2.43;7.22;9.29;47.38;0.7;4.63;1.68;0.85;4.07;1.06;0.37;0.16;19.59;891;3097;590;43.54;10.38;5.06;0;3.81;2.4;21.17;13.65;796;;
2465;2.59;6.83;9.09;46.54;1.35;4.3;1.92;1.12;3.38;1.14;0.35;0.42;20.49;964;1952;754;43.72;10.53;4.97;0;3.81;2.4;20.93;13.65;797;;
2465;2.48;7.56;8.78;46.39;0.84;5.44;1.6;0.82;4.36;1.12;0.34;0.22;19.61;847;2034;793;42.74;10.53;4.97;0;3.81;2.4;20.93;14.63;798;;
2468;2.53;5.27;9.5;48.61;0.74;3.78;1.02;1.23;2.93;1.08;0.33;0.06;22.61;772;1195;141;43.22;9.87;4.97;0;3.98;2.41;20.93;14.63;799;;
2470;2.3;5.69;9.25;48.41;0.74;5.64;1.64;1.11;4.41;1.16;0.35;0.13;18.84;923;1297;322;43.24;10.17;4.92;0.06;4.26;2.41;21.28;13.65;800;;
2470;2.35;6.16;8.64;47.39;1.05;6.56;1.31;1.04;4.61;1.17;0.36;0.17;18.8;907;1348;830;43.54;9.87;4.92;0.06;4.26;2.41;21.28;13.65;801;;
2472;2.22;6.19;8.24;47.03;0.82;5.02;1.71;1.15;3.7;1.17;0.34;0.15;21.79;1023;1391;1063;43.32;9.87;4.85;0.24;4.26;2.41;21.39;13.65;802;;
2472;2.51;5.86;9.14;48.72;0.93;5.13;1.82;1.1;3.92;1.18;0.37;0.15;18.75;939;1222;966;43.69;9.73;4.92;0.06;4.26;2.41;21.28;13.65;803;;
2474;2.54;5.81;8.82;46.93;0.81;4.59;1.53;1.17;3.34;1.14;0.33;0.09;22.48;882;1085;1023;43.24;9.73;4.92;0.06;4.54;2.58;21.28;13.65;804;;
2474;2.53;5.13;8.55;44.14;0.88;8.67;1.47;1.09;5.83;1.08;0.33;0.11;19.91;851;886;143;41.92;9.57;4.97;0;4.69;2.81;20.93;15.12;805;;
2477;2.49;7.76;8.6;44.61;0.9;5.82;1.22;0.75;5.15;0.96;0.42;0.33;20.42;1026;1650;342;41.77;9.44;5.12;0;4.94;3.02;20.59;15.12;806;;
2478;2.35;7;8.49;45.14;0.72;5.8;1.37;1.01;4.21;1.14;0.33;0.17;21.88;948;1363;632;40.7;9.44;5.12;0;4.94;3.02;20.43;16.35;807;;
2478;2.44;6.85;8.56;45.36;0.81;5.55;1.43;1.06;3.99;1.12;0.34;0.17;21.91;974;1381;679;40.54;9.44;5.15;0;5.02;3.25;20.2;16.4;808;;
2482;2.35;6.12;8.75;47.88;0.78;5.47;1.47;1.19;4.12;1.15;0.36;0.19;19.71;954;1836;832;40.01;9.41;5.41;0;5.02;3.25;20.06;16.84;809;;
2482;2.31;5.69;9.07;49.19;0.79;4.25;1.45;1.29;3.49;1.16;0.35;0.17;20.37;961;1818;684;40.09;9.41;5.41;0;4.86;3.02;19.92;17.29;810;;
2482;2.31;5.69;9.07;49.19;0.79;4.25;1.45;1.29;3.49;1.16;0.35;0.17;20.37;961;1818;684;40.05;9.17;5.57;0;4.77;3.02;19.57;17.85;811;;
2483;2.28;6.32;8.3;45.51;0.81;7.3;1.29;1.07;5.09;1.1;0.34;0.18;19.93;962;1758;922;40.02;8.74;5.63;0;4.93;3.02;19.25;18.42;812;;
2523;2.55;6.93;9.02;44.45;0.8;5.44;0.98;0.95;4.73;1.16;0.41;0.24;22.05;869;1036;219;40.18;8.36;5.67;0;4.93;3.02;19.42;18.42;813;;
2523;2.18;5.74;8.41;43.87;0.81;6.37;0.78;1.07;5.03;1.21;0.39;0.27;23.46;1041;1834;281;40.18;8.36;5.67;0;4.93;3.02;19.42;18.42;814;;
2524;2.14;5.41;8.59;47.38;0.77;4.13;0.49;1.28;3.85;1.3;0.4;0.22;23.57;1168;2327;153;39.51;9.17;5.6;0;4.76;2.79;19.57;18.6;815;;
2525;2.53;7.87;9;44;0.91;5.08;0.99;0.82;4.94;1.06;0.38;0.27;21.85;706;763;232;39.51;9.41;5.41;0;4.76;2.93;19.57;18.42;816;;
2525;2.56;7.36;8.85;44.13;0.84;4.82;0.96;0.81;4.83;1.09;0.43;0.23;22.82;1010;656;201;39.51;9.41;5.41;0;4.76;2.93;19.57;18.42;817;;
2550;2.05;5.27;7.5;39.66;0.88;11.6;0.8;0.99;8.25;1.1;0.34;0.38;20.74;917;2136;289;39.93;9.41;5.41;0;4.76;2.93;19.72;17.85;818;;
2550;2.03;5.44;7.61;40.34;0.93;10.67;1.04;1;7.66;1.11;0.37;0.38;20.96;961;2206;487;40.85;8.59;5.47;0;4.49;2.79;19.89;17.91;819;;
2552;1.81;4.63;7.3;38.64;0.69;13.17;0.71;1.04;9.66;1.14;0.36;0.25;20.16;1005;2372;82;41.79;7.1;5.83;0;4.66;2.83;19.89;17.91;820;;
2553;2.04;5.44;7.68;41.68;0.84;9.32;0.55;1.11;6.71;1.22;0.39;0.29;22.23;1055;2651;240;41.79;7.1;5.83;0;4.66;2.83;19.89;17.91;821;;
2557;2.56;5.97;9.09;47.27;0.75;4.47;0.91;1.05;3.47;1.1;0.33;0.12;22.68;839;626;87;42.13;7.1;5.83;0;4.12;2.32;19.89;18.6;822;;
2558;2.7;8.39;9.34;43.26;0.85;5.19;0.8;0.58;6.34;1.02;0.47;0.31;20.56;644;392;120;43.35;5.62;6.01;0;4.05;2.32;20.03;18.62;823;;
2558;2.58;8.78;8.67;40.62;0.86;6.2;0.72;0.48;6.71;1.14;0.56;0.4;22.1;727;467;167;44.94;4.74;6.14;0;4.05;2.32;19.76;18.05;824;;
2563;2.73;7.42;9.07;44.53;0.82;5.05;0.98;0.67;4.93;1.03;0.42;0.25;21.84;727;586;119;44.6;5.62;6.01;0;4.05;2.32;20.1;17.29;825;;
2564;2.62;9.73;9.1;42.72;0.77;4.08;0.58;0.45;7.22;0.99;0.53;0.44;20.63;570;212;21;44;5.75;6.01;0;4.05;2.04;20.1;18.05;826;;
2564;2.64;4.78;9.23;49.01;0.76;3.65;1.34;1.17;2.93;1.14;0.32;0.1;22.67;769;709;253;44.63;5.75;6.01;0;4;1.61;20.1;17.9;827;;
2567;2.4;6.42;8.67;43.97;0.88;8.56;1.38;0.93;5.53;1.15;0.31;0.1;19.45;882;650;201;46.35;5.75;6.01;0;3.33;1.27;20.35;16.93;828;;
2567;2.43;5.11;8.71;47.71;1.13;6.3;1.39;1.03;4.3;1.08;0.31;0.11;20.09;948;621;617;45.56;6.47;5.79;0;3.73;1.27;20.53;16.65;829;;
2570;2.5;5.99;8.86;48;0.93;4.98;1.6;1.06;3.59;1.06;0.34;0.13;20.64;825;886;597;45.18;6.47;5.67;0;4.11;1.62;20.67;16.29;830;;
2572;2.46;7.11;8.33;44.34;0.97;8.66;1.21;0.79;6;1.03;0.29;0.14;18.2;820;873;428;44.46;7.56;5.45;0;4.11;1.62;20.75;16.06;831;;
2574;2.47;5.91;8.09;41.51;0.9;12.15;1.24;0.75;8.14;0.98;0.28;0.16;17.22;560;631;183;44.53;7.64;5.45;0;4.07;1.5;20.75;16.06;832;;
2574;2.31;4.78;8.36;47.96;0.85;6.17;1.47;1.05;4.21;1.05;0.3;0.19;20.91;960;1036;1124;44.33;7.64;5.45;0;4.07;1.5;20.75;16.26;833;;
2577;2.51;5.71;9.29;50.55;0.81;4.5;1.09;1.06;3.67;1.19;0.38;0.14;18.83;898;693;92;44.61;6.56;5.67;0;4.35;1.8;20.75;16.26;834;;
2579;2.4;6.4;8.17;45.65;0.8;7.61;1.1;0.95;4.79;1.05;0.32;0.17;20.15;1115;1340;573;44.47;6.47;5.74;0;4.48;1.85;20.75;16.26;835;;
2581;2.55;7.68;8.78;44.08;1.04;9.72;1.09;0.66;6.95;1.12;0.31;0.22;15.52;728;1209;83;44.97;5.83;5.74;0;4.76;1.85;20.85;16;836;;
2581;2.32;7.09;8.77;47.26;0.89;6.54;1.16;0.78;4.76;1.15;0.38;0.2;18.27;891;1451;208;44.36;5.67;5.8;0;5.31;2.01;20.85;16;837;;
2583;2.4;6.3;8.84;46.37;0.93;7.98;1.2;0.85;4.95;1.11;0.33;0.21;18.26;856;1190;77;44.34;6.29;5.74;0;4.76;2.01;20.85;16;838;;
2585;2.25;5.4;9.41;48.06;0.94;6.69;1.31;0.92;4.44;1.09;0.34;0.12;18.72;935;1174;127;44.37;6.3;5.72;0;4.76;2.15;20.78;15.92;839;;
2585;2.52;7.65;8.53;45.29;0.93;7.32;1.32;0.72;5.22;1.14;0.36;0.22;18.42;839;1186;746;44.25;6.56;5.66;0;4.76;2.15;20.69;15.92;840;;
2587;2.52;6.15;8.6;45.24;1.07;7.53;1.23;0.83;5.12;1.02;0.29;0.14;19.89;841;566;533;44.09;6.56;5.66;0;4.76;2.15;20.85;15.92;841;;
2587;2.44;5.13;8.61;45.81;1.11;8.32;1.15;0.92;5.06;1.05;0.3;0.13;19.72;917;595;74;43.73;6.56;5.66;0;5.16;2.26;21.18;15.45;842;;
2590;2.56;5.24;9.2;49.57;0.88;5.15;1.19;1.02;3.52;1;0.31;0.08;19.85;900;505;255;43.22;6.56;5.66;0;5.16;2.26;21.68;15.45;843;;
2591;2.48;5.48;8.63;45.52;1.11;7.85;1.16;0.98;5.17;1.14;0.32;0.12;19.81;723;608;156;43.88;6.56;5.66;0;5.16;2.26;21.93;14.56;844;;
2591;2.58;5.16;9.34;49.73;0.78;4.3;1.09;1.15;3.33;1.14;0.33;0.09;20.71;727;675;348;44.38;6.56;5.66;0;4.76;2.15;21.93;14.56;845;;
2591;2.52;5.6;8.53;47.37;0.97;6.08;1.17;0.99;4.44;1.11;0.32;0.12;20.42;756;644;1184;44.19;7.11;5.56;0;4.64;2.03;21.93;14.56;846;;
2594;2.52;9.37;8.63;43.66;0.75;3.71;0.69;0.56;6.12;0.99;0.5;0.33;21.86;692;359;197;44.35;6.56;5.66;0;5.16;2.03;21.68;14.56;847;;
2594;2.53;8.22;8.94;44.53;0.8;3.9;0.91;0.74;4.99;1.09;0.45;0.27;22.32;702;513;529;43.66;6.3;5.72;0;5.16;2.03;21.68;15.45;848;;
2594;2.59;5.87;8.96;47.95;0.85;3.66;1.07;1.02;3.5;1.14;0.41;0.17;22.52;821;658;406;44.33;6.12;5.74;0;5.16;2.03;21.17;15.45;849;;
2597;2.46;4.34;9.64;53.17;1.25;3.58;1.56;1.12;2.76;1.16;0.34;0.09;18.21;914;877;604;44.18;6.12;5.77;0;4.96;1.85;21.17;15.96;850;;
2601;2.65;5.98;9.15;47.98;0.96;5.49;1.52;1.01;3.8;1.07;0.32;0.12;19.65;917;885;285;44.09;5.76;5.82;0;4.96;1.85;21.17;16.35;851;;
2601;2.32;4.95;8.5;45.9;1.06;9.9;1.18;0.94;5.95;1.04;0.3;0.11;17.58;855;847;218;44.86;5.76;5.77;0;4.96;1.85;21.34;15.45;852;;
2604;2.38;5.73;9.1;47.98;1.03;6.37;1.11;0.94;4.19;1.03;0.26;0.18;19.38;890;1146;164;45.35;6.12;5.73;0;4.76;1.8;21.68;14.56;853;;
2606;2.64;6.45;8.99;48.25;0.81;6.37;1.46;0.87;4.19;1.19;0.38;0.15;17.87;895;1273;434;45.61;6.84;5.61;0.12;4.31;1.62;21.34;14.56;854;;
2608;1.68;15.63;5.08;36.84;0.83;9.4;1.22;0.37;4.74;0.44;0.68;0.35;22.42;2623;126;65;45.61;6.84;5.61;0.12;4.31;1.62;21.34;14.56;855;;
2608;2.16;4.23;8.47;46.69;0.76;10.78;0.94;1.02;5.55;1.06;0.3;0.11;17.64;732;894;212;45.59;7.94;5.28;0.12;3.73;1.44;21.34;14.56;856;;
2611;2.31;5.09;8.89;47.28;0.81;8.94;1.27;0.95;5.08;1.05;0.33;0.11;17.53;782;1287;19;45.74;7.94;5.28;0.12;3.73;1.44;21.74;14.01;857;;
2613;2.51;6.76;8.93;44.21;0.81;7.88;1.14;0.62;5.13;1.07;0.33;0.19;20.12;1072;1074;121;45.86;7.2;5.28;0.07;4.31;1.44;22.09;13.77;858;;
2616;2.51;6.17;8.64;45.74;0.8;8.99;1.05;0.66;5.85;0.99;0.28;0.12;17.75;847;781;188;46.01;6.48;5.54;0;4.69;1.44;22.09;13.77;859;;
2631;2.42;5.95;8.67;45.48;0.86;10.22;0.72;0.73;6.37;0.86;0.27;0.25;16.69;772;1332;177;46.64;6.46;5.38;0;4.69;1.44;22.25;13.15;860;;
2631;3.22;8.74;9.16;44.42;0.9;3.23;0.74;1.21;7.25;0.77;0.63;0.48;19.13;293;373;57;46.18;6.46;5.38;0;4.31;1.44;22.25;13.99;861;;
2640;3.05;6.3;9.83;51.62;1.15;2.26;0.5;0.91;5.8;0.94;0.28;0.32;16.76;586;1546;88;46.45;5.82;5.68;0;4.31;1.25;22.3;14.17;862;;
2641;3.36;7.44;9.09;45.49;1.13;2.66;0.66;2.28;7.05;1.01;0.32;0.43;18.72;888;1876;38;46.54;5.82;5.68;0;4.22;1.25;22.3;14.17;863;;
2642;1.66;7.53;5.2;24.55;0.69;8.55;1.81;0.21;3.59;0.43;0.08;5.11;40.12;560;2630;518;46.97;6.46;5.38;0;3.65;0.92;22.46;14.17;864;;
2642;4.17;7.89;10.2;46.64;1.31;1.9;0.58;2.37;6;0.92;0.28;0.35;17.06;715;1367;74;46.45;5.82;5.71;0;3.55;0.66;22.24;15.57;865;;
2645;2.38;5.87;9.05;48.86;0.98;6.39;1.3;0.78;4.12;1.01;0.25;0.13;18.61;838;810;355;47.36;5.82;5.71;0;3.55;0.92;22.46;14.17;866;;
2647;2.61;5.75;9.42;49.86;0.88;6.63;1.25;0.84;3.94;1;0.34;0.1;16.93;910;984;54;48.15;6.46;5.38;0;3.22;1.25;22.46;13.07;867;;
2653;2.18;5.63;9.19;47.36;1.26;8.34;0.95;0.82;3.37;0.98;0.3;0.18;19.03;878;960;65;49.34;6.82;5.08;0;3;1.45;22.24;12.07;868;;
2653;2.68;4.98;8.86;50.02;0.92;5.86;1.71;0.88;3.93;1.08;0.31;0.14;18.27;898;946;1040;48.45;8.35;4.96;0.07;2.75;1.51;22.24;11.68;869;;
2656;2.62;6.91;9.02;46.9;0.95;6.62;1.22;0.79;4.15;1.03;0.31;0.15;18.79;926;890;540;44.39;13.23;4.11;1.29;2.48;1.56;22.46;10.48;870;;
2656;2.19;4.02;8.88;49.18;0.91;8.95;0.77;0.94;5.59;1.06;0.29;0.11;16.84;844;907;74;41.35;16.93;3.09;2.98;2.09;1.67;22.57;9.31;871;;
2658;2.28;6.16;8.32;43.75;0.86;10.11;0.86;0.68;6.55;0.94;0.3;0.2;18.52;980;658;41;40.18;16.93;3.09;2.98;2.09;1.67;22.57;10.48;872;;
2659;2.9;8.61;9.43;44.84;0.95;8.56;0.71;0.7;6.2;0.97;0.32;0.33;15.22;750;1145;31;39.97;16.93;3.09;2.98;2.09;1.56;22.22;11.14;873;;
2660;2.58;8.01;8.12;36.15;0.87;13.49;1.34;0.37;7.7;0.94;0.28;0.27;19.49;1153;1403;397;39.66;16.93;3.09;2.98;2.14;1.67;22.39;11.14;874;;
2660;2.79;7.6;9.55;50.33;0.91;4.26;0.62;0.89;3.97;0.99;0.29;0.28;17.26;683;963;68;39.48;17.4;2.85;3.81;1.98;1.67;22.52;10.29;875;;
2662;2.96;7.69;9.05;47.27;1.14;4.18;1.11;0.89;4.75;0.93;0.28;0.24;19.19;716;907;107;39.47;17.4;2.85;3.81;2.01;1.79;22.39;10.29;876;;
2662;2.94;7.36;8.73;47.5;1.16;3.71;1.19;0.93;4.62;0.94;0.29;0.24;20.1;712;946;506;38.84;18.14;2.71;4.94;2.01;1.79;22.26;9.31;877;;
2665;2.7;7.36;8.74;46.66;0.93;5.3;1.01;0.8;5.4;0.94;0.36;0.25;19.02;727;935;236;37.25;19.05;2.61;4.94;1.97;1.79;22.1;10.29;878;;
2665;3.26;6.75;9.34;50.21;1.07;3.02;0.98;0.89;5.29;1;0.29;0.25;17.41;661;947;248;37.25;19.05;2.61;4.94;1.97;1.79;22.1;10.29;879;;
2665;3.38;6.16;9.53;50.5;1.12;2.63;0.88;0.94;5.05;1;0.28;0.25;18.03;658;938;219;36.72;19.05;2.61;4.94;1.97;1.67;21.9;11.14;880;;
2666;2.89;7.78;8.54;42.04;1;5.46;1.68;0.74;7.27;0.92;0.3;0.33;20.69;749;1097;765;36.77;19.28;2.61;4.94;1.84;1.65;21.77;11.14;881;;
2666;1.86;17.11;7.62;40.6;0.97;6.67;1.42;2.14;3.31;0.85;0.25;0.25;16.25;1052;3433;486;36.42;19.64;2.59;5.29;1.7;1.65;21.57;11.14;882;;
2666;2.93;6.72;9.03;48.42;1.25;4.12;0.71;0.93;5.18;1;0.3;0.25;18.74;597;1746;883;35.43;20.26;2.56;5.69;1.65;1.65;21.62;11.14;883;;
2684;3.51;5.39;9.27;49.29;1.04;2.99;0.91;0.93;6.1;1.07;0.28;0.26;18.68;716;1191;70;34.78;21.07;2.56;5.69;1.65;1.65;21.46;11.14;884;;
2684;3.39;6.29;9.29;46.64;1.09;3.71;0.91;0.89;5.88;1.07;0.31;0.27;19.94;739;1598;131;34.26;21.6;2.56;5.69;1.65;1.65;21.46;11.14;885;;
2686;3.68;5.58;9.46;50.55;1.12;1.43;0.84;0.96;5.28;1.06;0.31;0.25;19.23;698;988;21;34.15;21.6;2.56;5.2;1.19;1.18;21.19;12.93;886;;
2690;2.04;11.36;7.95;40.01;1.09;6.73;2.18;1.43;5.07;1;0.27;0.49;19.88;1283;1613;822;33.52;22.15;2.53;5.2;0.5;0.79;20.99;14.33;887;;
2690;1.57;8.57;5.09;26.38;0.62;4.89;1.97;0.24;3.6;0.58;0.14;6.33;39.65;893;1593;750;32.84;22.88;2.43;4.58;0.13;0.79;20.99;15.36;888;;
2694;2.69;7.99;8.2;39.71;0.95;14.05;0.84;0.53;5.92;0.87;0.33;0.23;17.52;536;358;161;32.12;23.17;2.35;5.2;0;0.79;20.91;15.45;889;;
2696;2.5;8.69;8.78;42.22;0.94;6.84;1.09;0.46;6.65;0.98;0.42;0.4;19.75;601;450;65;32.16;23.2;2.35;5.2;0;0.73;20.91;15.45;890;;
2696;2.65;9.91;8.58;41.72;0.86;5.11;1.18;0.39;6.37;1;0.56;0.46;21.05;593;465;60;32.45;23.2;2.43;4.58;0;0.43;20.53;16.37;891;;
2699;3.18;8.81;9.11;42.36;0.7;5.48;0.97;1;6.51;0.83;0.51;0.59;19.79;298;522;59;32.67;22.88;2.43;4.58;0;0.16;20.91;16.37;892;;
2699;3.02;9.05;8.57;40.98;0.75;6.27;0.95;0.94;6.93;0.77;0.58;0.66;20.43;301;513;68;32.19;22.87;2.53;4.58;0;0.48;20.99;16.37;893;;
2699;3.03;8.84;8.63;42.24;0.77;6.43;1.01;0.94;6.81;0.81;0.51;0.52;19.31;343;471;48;31.74;23.09;2.43;4.58;0;0.48;20.91;16.78;894;;
2701;3.15;8.71;8.82;40.98;0.76;6.49;1.33;0.89;6.34;0.9;0.46;0.51;20.53;345;329;32;32;23.2;2.43;4.58;0;0.48;20.53;16.78;895;;
2701;3.29;9.02;9;42.85;0.63;4.9;1.37;0.9;5.75;0.83;0.5;0.51;20.34;368;340;85;31.67;23.6;2.35;4.58;0;0.48;20.53;16.78;896;;
2703;2.87;9.96;7.94;41.96;0.68;4.85;1.6;0.83;5.8;0.82;0.57;0.52;21.48;385;338;50;32.05;23.51;2.49;3.95;0;0.16;20.53;17.31;897;;
2703;3;9.76;8.24;42.59;0.68;4.6;1.67;0.86;5.9;0.77;0.5;0.48;20.84;406;274;54;32.33;23.09;2.59;3.95;0;0.21;20.88;16.96;898;;
2706;2.55;9.08;9.3;43.44;0.8;5.47;0.72;0.52;7.24;1.02;0.48;0.4;18.83;480;324;40;32.31;23.09;2.59;3.95;0;0.16;20.94;16.96;899;;
2706;3.08;9.25;8.22;39.18;0.64;7.18;1.61;0.84;6.36;0.84;0.55;0.56;21.58;357;331;93;32.45;23.09;2.59;3.95;0;0.21;20.99;16.73;900;;
2724;3.05;8.44;9.22;41.7;0.84;6.37;1.17;0.81;6.25;0.83;0.45;0.52;20.1;390;375;50;32.52;23.09;2.59;3.95;0;0.5;20.99;16.37;901;;
2724;3.29;8.58;9.36;41.85;0.69;4.79;1.04;0.96;6.23;0.92;0.4;0.49;21.25;387;407;56;33.76;22.87;2.69;3.51;0;0.21;21.02;15.96;902;;
2727;3.45;9.36;8.86;39.54;0.59;4.58;0.81;1.09;7.1;0.87;0.42;0.54;22.67;408;353;77;33.78;22.43;2.81;3.51;0;0.5;21.02;15.96;903;;
2728;3.55;9.09;9.25;41.54;0.69;3.18;0.84;0.99;6.14;0.87;0.46;0.53;22.71;455;476;68;33.97;21.85;2.91;3.51;0;0.78;21.02;15.96;904;;
2731;2.64;9;9.23;44.23;0.81;4.31;0.61;0.44;7.07;0.96;0.53;0.42;19.62;478;238;29;35.07;21.38;3.11;3.25;0;0.89;21.07;15.22;905;;
2733;2.76;9.65;8.92;40.99;0.89;7.65;1.24;0.46;6.4;0.92;0.42;0.4;19.13;545;419;53;34.82;21.07;3.11;3.25;0.22;1.03;21.28;15.22;906;;
2733;2.8;9.28;8.77;42.03;0.92;6.06;1.17;0.44;6.47;0.97;0.42;0.42;20.08;567;448;73;34.8;20.5;3.27;2.98;0.45;1.08;21.46;15.46;907;;
2733;2.78;9.43;8.97;41.52;0.93;6.54;1.05;0.45;6.59;0.95;0.39;0.41;19.83;560;448;46;35.61;20.16;3.56;2.16;0.56;1.03;21.46;15.46;908;;
2744;2.26;4.86;9.11;49.41;0.94;7.16;0.65;0.84;3.85;1.03;0.29;0.15;19.2;830;956;82;42.13;13.62;4.1;0.69;1.41;1.08;21.46;15.51;909;;
2744;2.37;4.31;9.51;50.95;0.99;5.82;0.58;0.88;3.71;1.04;0.29;0.15;19.14;828;935;74;47.06;7.13;4.85;0;2.83;1.36;21.27;15.51;910;;
2749;2.33;4.76;8.73;48.32;1.03;9.16;1.27;0.86;5.79;1;0.29;0.11;15.98;913;972;494;47.22;6.69;5.11;0;2.92;1.36;21.46;15.24;911;;
2749;2.32;4.65;9.5;53.11;1.19;4.46;1.15;0.96;3.47;1.12;0.32;0.11;17.28;1080;1103;607;46.89;6.1;5.48;0;3.77;1.36;21.46;14.94;912;;
2773;2.09;4.14;8.54;47.19;1.02;7.31;1.09;0.9;5.95;1.19;0.33;0.14;19.73;1142;1319;376;46.93;5.75;5.7;0;3.77;1.36;21.55;14.94;913;;
2773;2.34;5.07;8.81;48.04;1.08;6.91;1.35;0.88;5.3;1.11;0.34;0.15;18.27;988;1089;530;47.41;5.21;5.76;0;3.77;1.21;21.7;14.94;914;;
2775;2.23;4.74;8.74;46.87;1.03;7.48;1.12;0.91;6.11;1.08;0.38;0.17;18.82;964;1039;200;47.61;4.49;5.82;0;4.17;1.21;21.7;15;915;;
2775;2.11;4.71;8.69;47.51;1.05;6.99;0.91;0.78;6.22;1.1;0.41;0.22;19.02;916;876;29;47.72;3.75;5.9;0;4.41;1.67;21.55;15;916;;
2785;2.4;4.35;7.48;42.12;0.9;14.16;1.65;0.82;7.69;0.98;0.28;0.13;16.75;794;720;568;48;3.75;5.9;0;4.41;1.67;21.55;14.72;917;;
2792;2.45;5.5;8.66;48;0.93;5.21;1.24;0.99;3.72;1.08;0.32;0.16;21.39;1015;921;799;47.94;3.75;5.9;0;4.41;1.67;21.92;14.41;918;;
2792;2.4;4.83;8.97;50.37;1.08;3.94;1.18;1.08;3.07;1.1;0.3;0.13;21.17;992;951;936;47.87;3.75;5.9;0;4.41;1.7;22.24;14.13;919;;
2801;2.32;5.56;9.12;48.96;0.81;8.98;1.15;0.71;5.82;1.11;0.34;0.16;14.65;954;1155;310;47.87;4.49;5.82;0;4.17;1.7;22.27;13.67;920;;
2801;2.25;4.49;9.08;51.04;0.76;8.89;1.13;0.79;5.19;1.15;0.32;0.17;14.34;1018;1159;1029;47.14;4.84;5.82;0;3.96;1.65;22.23;14.35;921;;
2803;2.48;5.65;8.58;43.21;0.9;12.4;1.01;0.76;7.66;1.04;0.32;0.13;15.6;791;952;95;47.05;4.84;5.86;0;3.96;1.65;21.92;14.72;922;;
2803;2.38;5.39;8.55;45.08;0.81;11.3;1.01;0.85;6.73;1.03;0.3;0.13;16.14;821;983;95;47.49;4.84;5.87;0;3.74;1.52;21.54;15;923;;
2819;2.64;5.5;9.07;48.45;0.88;4.8;1.19;1.09;2.65;1.1;0.29;0.14;21.9;905;917;451;47.3;5.35;5.79;0;3.5;1.43;21.92;14.72;924;;
2819;2.66;5.35;9.12;48.73;0.88;4.73;1.09;1.09;2.51;1.11;0.31;0.12;21.99;899;961;349;47.53;5.35;5.79;0;3.38;1.41;21.54;15;925;;
2826;2.3;7.04;9.16;48.45;0.95;5.28;1.96;0.98;3.28;1.15;0.35;0.79;17.8;916;3177;292;48.06;5.38;5.77;0;3.28;1.33;21.19;15;926;;
