Rank,Sols,SiO2,FeO,Al2O3,SO3,CaO,MgO,Na2O,TiO2,P2O5,K2O,Cl,Cr2O3,MnO,Amorhous_raw,Mafic_raw,Sulfate_raw,Magnetite_raw,Hematite_raw,Quartz_raw,Plagioclase_raw,Clay_raw,Amorhous,Mafic,Sulfate,Magnetite,Hematite,Quartz,Plagioclase,Clay
96,523,42.68,19.7,8.94,6.04,7.09,8.58,2.66,1.03,0.93,0.48,0.8,0.49,0.42,41.06099831,16.1882752,3.365870411,3.801240816,0,0.293172374,24.20273095,11.08771194,23.68606915,22.73912605,2.401038334,14.02927566,1.272787171,0.653844088,29.90260472,6.743225711
97,526,50.74,8.24,15.69,5.7,8.03,3.82,4.21,0.83,0.91,0.65,0.87,0.07,0.18,6.28382325,31.7346305,1.749904314,22.27106792,1.669297172,0.894956776,35.39632007,0,23.59512814,22.71792366,2.366090261,14.07654544,1.272787171,0.655497736,29.90789073,6.836107746
98,531,43.15,18.07,9.23,6.94,6.91,8.31,2.86,1.01,1.01,0.63,0.94,0.41,0.41,44.18453941,16.2164167,3.490814733,3.769821958,0,0.288739979,24.11217158,7.937495642,23.78026464,22.58707477,2.349144494,13.99167386,1.272787171,0.652581951,29.82729219,6.967151803
99,532,43.66,18.23,9.2,6.18,7.07,8.72,2.64,1.07,0.95,0.47,0.79,0.48,0.41,42.59923479,16.95170516,2.910474894,5.39635551,0,0.327270408,24.69375202,7.121207225,24.20606176,22.20080833,2.445484185,13.33363059,1.272787171,0.629664777,29.49879258,7.840741492
100,537,39.66,23.44,7.43,7.34,5.72,8.6,2.45,1,0.88,1.01,1.24,0.38,0.55,40.36820268,9.486795862,5.671182494,0,0.163879289,0.121027677,20.39447679,23.79443522,26.15011936,21.01531727,2.612667127,11.90765338,1.272787171,0.594174057,28.747545,8.770602228
101,537,39.06,22.82,7.38,8.43,5.52,8.77,2.34,0.94,0.9,0.88,1.74,0.4,0.52,41.4460388,8.793680759,6.160907712,0,0.159759469,0.053865985,19.52206108,23.8636862,27.37498396,20.42272132,2.624862597,11.12310653,1.144797527,0.558131892,28.19740355,9.62485821
102,550,46.36,15.53,12.63,4.26,5.14,4.92,4.09,0.81,0.62,3.58,1.35,0.28,0.25,23.72040491,26.66107884,2.012785832,15.64521734,0,0.640121477,31.32039161,0,29.64058195,19.23254732,2.84832504,9.767211858,0.990640732,0.510785909,27.32268575,10.4649522
103,558,43.83,17.3,9.34,6.97,7.12,8.18,2.83,0.97,0.97,0.62,0.95,0.4,0.38,45.38018445,16.35230772,3.254323681,4.562790289,0,0.317410509,24.36546662,5.767516741,31.49329402,18.18028593,3.041997438,8.591569396,0.910509506,0.472265243,26.58618297,11.50162625
104,560,45.42,27.15,8.55,3.21,3.67,4.03,4.08,0.67,0.67,1.47,0.64,0.05,0.31,26.88953989,3.343160967,7.203751134,0,10.55700402,0.761373638,24.40055904,26.84461131,33.97861699,17.25435815,3.110896133,7.421692642,0.852260873,0.424146592,25.79209576,11.72044422
105,564,53.13,7.84,16.93,2.58,5.54,2.92,6.22,0.36,0.82,2.16,0.97,0.04,0.19,0,38.04542444,0,31.29599418,0.856441308,1.123558011,39.76880906,0,35.72561358,16.53675236,3.216114044,6.42593517,0.724634209,0.386253594,25.18256694,12.35664145
106,583,41.93,22.64,8.1,3.32,6.27,9.34,1.84,0.85,0.58,2.77,0.91,0.74,0.44,32.25627943,18.62812594,1.622235976,7.243116875,0,0.280016156,24.93951587,15.03070975,35.21731895,16.78103305,3.333485045,5.938122197,0.670319063,0.332986023,24.81761041,13.46363661
107,583,40.87,23.02,7.42,4.41,6.31,9.68,1.81,0.93,0.66,2.54,0.91,0.68,0.51,36.74330441,16.09350895,2.294606038,3.745929198,0,0.176174708,23.05081466,17.89566204,35.2482255,16.53801642,3.376356551,5.748060156,0.670319063,0.32435547,24.65282183,13.99635635
108,583,41.15,23.27,7.76,3.71,6.48,9.25,1.76,0.94,0.64,2.61,0.91,0.82,0.45,33.37879167,17.46867216,2.034346499,5.372580028,0,0.225608427,24.04820745,17.47179377,37.02027137,15.5050457,3.495391626,4.63450676,0.586854205,0.285217345,23.91914347,15.10808088
109,583,40.5,22.64,7.73,5.49,6.3,9.17,1.85,0.88,0.66,2.39,1.06,0.62,0.41,38.88115195,14.96073394,3.343658843,1.471935431,0,0.160323581,22.58498153,18.59721473,36.89051952,15.25391051,3.535544465,4.446015662,0.586854205,0.277091985,23.75952217,15.80505283
110,583,41.26,23.14,7.83,3.7,6.41,9.33,1.78,0.85,0.63,2.71,0.92,0.72,0.44,33.3035902,17.6144128,2.011958612,5.580312918,0,0.233387629,24.1712182,17.08511964,36.82088637,14.99358005,3.597195106,4.176197887,0.586854205,0.267003066,23.58046632,16.53232835
111,584,40.65,20.37,8.14,8.36,5.85,8.26,2.39,0.9,0.9,1.94,1.15,0.37,0.37,45.31195987,11.46509407,5.256217668,0,0,0.126926988,21.03792166,16.80187975,36.87564979,15.16378849,3.388699967,4.274993858,0.57866024,0.265108688,23.60189955,16.40571076
112,585,39.87,22.43,7.9,7.17,6.37,8.37,2.42,0.91,0.9,1.23,1.11,0.62,0.42,40.57774121,12.14377453,5.045502307,0,0,0.126218328,21.37328251,20.73348112,36.47694601,15.49518731,3.132801991,4.463399348,0.570672267,0.266096387,23.71460909,16.43479895
113,601,43.13,16.61,7.95,7.28,5.5,10.6,1.95,0.96,0.71,2.38,1.86,0.55,0.2,49.70645939,16.41524124,1.707969699,5.161819299,0,0.145297875,22.48685327,4.376359231,37.02377813,14.95102655,3.067968892,3.90958126,0.570672267,0.237964199,23.24196034,17.5515597
114,605,42.29,20.4,8.76,5.82,6.99,8.82,2.68,1.05,0.89,0.45,0.76,0.52,0.44,40.11006406,16.02378446,3.389599233,3.444262176,0,0.278047096,24.03029831,12.72394466,36.4126927,14.90660529,2.958693107,3.866042817,0.570672267,0.225535867,23.11160183,18.50266747
115,612,39.84,23.38,6.83,6.42,5.49,9.18,2.09,1.02,0.9,1.71,1.33,0.41,0.67,42.14407039,11.03383668,4.143590818,0,0,0.086222836,20.45237595,22.13990333,36.16657692,16.25643287,2.59850555,4.540329419,0.042822065,0.187467185,22.86615089,17.89622646
116,612,40.11,23.33,7.08,6.27,5.54,9.03,1.98,0.98,0.91,1.76,1.34,0.38,0.65,41.67912935,11.32794265,4.223300538,0,0,0.120561313,20.90695943,21.74210672,37.37080486,15.82045624,2.59850555,3.607481202,0,0.131289285,21.86928201,18.60218086
117,612,40.04,23.57,6.9,6.16,5.47,9.18,1.95,1.02,0.92,1.79,1.33,0.41,0.59,41.72474063,11.07521606,4.130605816,0,0,0.112194286,20.72275273,22.23449049,37.03255108,16.2994222,2.517393752,3.859288326,0,0.117288477,21.59987755,18.57417862
118,612,40.14,23.38,7.1,6.27,5.58,9.04,2.05,0.95,0.9,1.63,1.3,0.36,0.56,41.58950242,11.19371296,4.293871508,0,0,0.126232767,20.9197457,21.87693465,36.26201159,17.07587004,2.40266345,4.415606248,0,0.108479741,21.4445113,18.29085763
119,612,40.1,23.38,7.15,6.13,5.45,9.15,2.11,1.13,0.85,1.78,1.24,0.47,0.5,41.20657163,11.74509597,4.143487714,0,0,0.125492039,21.11263502,21.66671762,35.86289209,17.6340913,2.300946125,4.7519246,0,0.09719932,21.25329721,18.09964936
120,612,40.47,24.51,5.62,3.95,5.01,10.87,1.21,1.03,0.81,3.01,1.65,0.42,0.69,41.46347114,12.89096468,1.50127972,1.975919424,0,0.083140103,20.8231414,21.26208353,35.69522518,17.82845643,2.216400343,5.081585598,0,0.105701032,21.39444481,17.67818661
121,622,39.42,26.37,5.7,2.6,4.98,12.77,0.27,1.18,0.72,3.59,0.72,0.44,0.54,33.47196317,15.42165715,1.042948186,3.768109804,0,0.073619973,21.77625168,24.44545003,35.7565766,17.93017166,2.190311414,5.230702765,0,0.109565484,21.46166966,17.32100241
122,622,39.86,25.56,5.73,2.72,4.8,12.84,0.5,1.2,0.74,3.73,0.85,0.38,0.61,34.65704743,15.77786368,0.71612386,4.568855574,0,0.077477707,21.86741677,22.33521497,35.45064009,18.31017485,2.138054808,5.573566726,0.083473018,0.128744263,21.77774021,16.53760603
123,622,39.3,26.5,5.69,2.58,4.91,12.67,0.4,1.15,0.73,3.65,0.8,0.44,0.58,33.15847577,15.46388258,1.068807972,3.692021429,0,0.06884388,21.75829626,24.78967211,35.25125153,18.5981068,2.040480854,5.864606369,0.083473018,0.140549735,21.98554424,16.03598744
124,627,33.38,21.58,4.05,4.35,4.25,18.3,1.01,0.91,0.7,2.49,3.36,0.34,4.05,21.96722427,30.33971244,0,13.48573206,0,0,19.49154025,14.71579098,33.27709787,19.4895804,1.955082369,6.749498689,0.083473018,0.157477464,22.47062071,15.81716948
125,629,34.06,21.21,4.5,4.67,4.2,17.79,1.02,0.77,0.76,2.31,3.26,0.35,3.88,24.08455881,29.3258919,0,12.63902983,0,0,19.83143146,14.11908799,33.04500141,19.6355795,1.904411486,6.955466822,0.083473018,0.162186888,22.56543165,15.64844922
126,629,34.43,21.48,4.2,4.46,4.32,17.9,1.04,0.9,0.65,2.53,3.44,0.36,3.34,25.49120375,28.20744502,0,12.27925936,0,0,19.55142679,14.47066508,33.25244696,19.53376991,1.756825114,7.624952741,0.083473018,0.217709991,22.98936822,14.54145406
127,629,33.69,20.64,4.31,4.44,4.2,18.29,1.12,0.91,0.69,2.43,3.19,0.28,4.87,21.33251461,31.62246588,0,14.87228762,0,0,19.94348961,12.22924227,32.79629802,19.66032795,1.673490359,7.624952741,0.083473018,0.211681925,22.97211967,14.97765631
128,629,34.64,20.96,4.91,4.85,4.43,17.26,1.32,0.94,0.74,2.33,3.12,0.3,3.41,25.39640175,28.6330973,0,12.09894707,0,0,20.22392558,13.64762829,31.76482424,20.45915996,1.497450648,8.549574733,0.083473018,0.241795351,23.53779027,13.86593179
129,633,43.16,20.52,8.65,4.05,5.77,9.45,2.08,0.91,0.64,2.41,1.54,0.47,0.25,35.52781367,18.84803648,1.652743216,8.065155397,0,0.330357813,25.40793368,10.16795974,30.89507113,21.2209284,1.295737589,9.435551461,0.083473018,0.266339835,24.03081351,12.77208505
130,633,42.91,20.43,8.7,4.04,5.85,9.44,2.14,0.91,0.73,2.43,1.54,0.51,0.22,34.53061868,19.64871753,1.490180034,8.562656259,0,0.310676681,25.51571511,9.941435698,31.93632218,20.6336736,1.217809222,9.686930139,0.245761932,0.328076681,24.26267707,11.68874917
131,649,45.36,15.6,11.5,7.08,5.52,6.05,3.38,0.83,0.83,1.96,1.33,0.09,0.34,39.19322958,19.06515783,4.211085536,6.85727922,1.669460353,0.510502567,27.35933276,1.133952155,33.15995089,20.13276855,1.298006882,9.747865364,0.247113836,0.367595927,24.42105356,10.625645
132,673,43.05,20.09,9.41,5.12,7.17,8.27,2.78,1.1,0.85,0.45,0.64,0.5,0.44,36.58997016,17.90241358,3.094023237,5.820792862,0,0.362327761,25.52936305,10.70110935,34.71628716,19.36168569,1.361800575,9.802524867,0.337605925,0.427589837,24.58913345,9.403372494
133,687,46.93,9.12,13.36,5.93,9.84,5.05,3.71,0.42,3.2,0.61,1.41,0.08,0.2,10.22338601,34.24471325,0,22.85966568,0,0.483852467,32.18838259,0,35.17437869,19.25052178,1.546564344,9.574082088,0.337605925,0.433856664,24.62022772,9.062762794
134,694,43.39,19.93,9.32,4.57,6.92,8.19,3.3,0.8,0.73,0.84,0.72,0.73,0.45,35.46813492,18.94376643,2.376181566,7.563624851,0,0.372235562,25.92651724,9.349539432,35.96913161,18.81144467,1.749585727,9.548346184,0.691455795,0.479558317,24.8842232,7.866254503
135,696,59.29,7.3,10.88,5.7,3.78,3.26,4.15,1.18,0.98,2.23,0.81,0.24,0.08,46.29298134,8.997644787,1.191863368,13.38971838,0,1.196684903,28.93110723,0,37.60925077,17.51290145,2.125097815,8.874059582,0.896551107,0.496935546,24.92920932,7.555994407
136,704,37.38,27.9,5.62,3.57,5.26,12.29,0.96,1.07,0.64,3.09,0.57,0.49,0.55,32.55615072,13.8591035,2.556605444,0,0,0,20.56198853,30.4661518,39.04971083,16.38654086,2.451696545,8.24210809,0.999281881,0.511187083,24.97259048,7.38688424
137,706,47.32,16.93,12,2.15,5.23,6.37,4.97,0.66,0.7,2.16,0.71,0.21,0.25,21.09526487,27.05185623,0.609811595,18.49243985,0,0.714462803,32.03616466,0,40.01839869,15.25600763,2.728859909,7.701758655,1.403069375,0.559274304,25.32434093,7.008290505
138,707,46.83,16.38,11.37,2.81,5.99,6.96,4.72,0.76,0.76,1.94,0.75,0.3,0.3,24.19444032,26.4290818,0.259610341,17.71953454,0,0.617122444,30.78021055,0,41.04092632,14.04943231,2.993898483,7.134045256,1.82448921,0.61012242,25.71767289,6.629413111
139,722,60.69,13.5,8.14,3.65,4.44,2.44,2.51,1.17,1.81,0.55,0.54,0.26,0.19,62.03159265,0,2.58492036,5.027573567,3.245778294,1.360228959,25.74990617,0,42.62115071,12.82273272,3.35654054,6.529097903,2.032422491,0.630922935,25.74955873,6.257573971
140,722,53.84,13.67,8.38,6.32,5.87,4.36,2.61,1.2,1.72,0.57,0.7,0.35,0.23,65.93604526,2.872863594,3.105232923,3.19462392,0.027038081,0.873525011,23.99067121,0,43.0418063,12.16851227,3.563931801,6.139708481,2.42503897,0.658353593,25.7763139,6.226334692
141,722,59.76,13.63,7.81,3.88,4.54,2.73,2.68,1.16,2.1,0.52,0.56,0.32,0.18,64.59868858,0,2.31882204,4.861299869,1.809841772,1.273498187,25.13784956,0,44.06333419,11.43990594,3.830339623,5.711575669,2.633823203,0.66609565,25.5855407,6.069385021
142,742,41.35,20.7,8.41,7.01,6.33,8.42,2.87,0.96,0.85,0.74,1.4,0.38,0.41,43.81887807,13.5545854,4.411399247,0,0,0.20281425,22.48930206,15.52302098,44.88143312,10.78984129,3.924843799,5.368711708,2.752152143,0.669060761,25.36642026,6.247536923
143,755,51.88,16.93,10.43,5.17,3.77,4.5,2.92,1.07,1.08,0.86,0.37,0.34,0.31,49.05353409,6.682340468,5.129235624,3.177303353,7.076997403,0.982876923,27.03820584,0.859506299,45.80049058,10.24565302,4.048804743,5.077672064,2.970364846,0.684803625,25.30525998,5.866951138
144,758,44.8,15.92,9.06,11.27,4.24,7.6,2.41,1,1.01,0.71,0.67,0.33,0.3,54.76960762,4.368848076,7.510241763,0,4.101906244,0.347544584,20.39126266,8.510589057,47.9761842,8.812891467,4.364150614,3.93468878,3.236640455,0.692819016,24.87274844,6.109877022
145,758,43.67,17.33,8.69,10.11,5.3,7.65,2.37,1.04,1.02,0.65,0.88,0.34,0.33,52.8937599,6.798679951,6.5319746,0,2.05461547,0.285030743,20.69905468,10.73688466,48.9568277,8.143195424,4.591956129,3.556507538,3.41944099,0.694049324,24.63871963,5.999303259
146,759,50.73,19.49,9.96,4.42,3.88,3.85,2.7,1.21,1.07,0.9,0.34,0.38,0.38,44.86496097,5.596780506,5.543267286,1.472270646,8.075749885,0.961744431,26.58643589,6.898790378,48.79881413,8.136133517,4.784567603,2.986124731,3.688717032,0.672359235,24.49005922,6.443224533
147,762,51.26,18.89,10.58,4.07,4.06,3.62,2.97,1.13,1.2,0.85,0.3,0.36,0.36,41.78306731,7.490959428,5.300771479,3.518019663,8.428396693,1.01696231,27.81012873,4.651694396,48.958274,8.336135825,4.79365039,3.292113651,3.688717032,0.689903531,24.73104153,5.510164047
148,767,45.94,15.29,9.18,11.01,4.09,7.1,2.6,0.97,0.66,0.8,0.69,0.32,0.21,57.00088948,4.099105591,7.252841143,0,4.158665622,0.416010294,20.86164238,6.210845488,49.86899943,7.830998654,4.904901921,2.648337995,3.688717032,0.67193544,24.38025038,6.005859147
149,767,49.43,20.21,9.75,4.73,4.08,4.5,2.64,1.17,1.03,0.92,0.35,0.38,0.37,43.94092547,5.763627375,5.800568434,0.277366972,7.85232958,0.878970989,25.94303704,9.543174141,50.95694699,7.051703538,5.147937041,1.776891156,3.819532435,0.665572743,24.04897611,6.532439986
150,774,46.19,16.12,9.24,9.94,4.38,6.9,2.52,0.92,1.08,0.74,0.62,0.34,0.35,54.96117648,5.076591083,6.818336479,0,4.175684664,0.465517805,21.70025119,6.802442297,50.4507554,7.663352369,5.225154568,1.716769033,3.70953852,0.626644725,24.02464859,6.583136794
151,774,47.48,16.08,9.46,8.77,4.36,6.63,2.49,1.02,1.14,0.73,0.65,0.3,0.31,55.55520812,6.063864756,6.101169046,0,4.036039154,0.569804801,22.97692393,4.69699019,49.52956369,7.957993216,5.295803589,1.806374817,3.996233209,0.630695696,24.20019899,6.583136794
152,774,48.65,16.19,9.77,7.64,4.35,6.2,2.55,1.06,1.07,0.7,0.6,0.37,0.34,54.97111951,7.018648097,5.573242124,0,4.364254059,0.677185043,24.30615752,3.089393642,48.50207257,8.46612201,5.367963646,1.910601537,4.152511408,0.615810946,24.35397375,6.630944129
153,774,48.12,16.41,9.68,8.34,4,6.13,2.6,0.89,1.06,0.78,0.53,0.37,0.35,53.73725841,5.589482253,6.306917425,0,5.325512173,0.644160285,23.53815177,4.858517679,48.9087873,8.312384997,5.464545086,1.920288995,4.419076899,0.636320271,24.48380337,5.85479308
154,779,45.4,15.88,9.21,10.51,4.41,7.29,2.49,1.02,1.09,0.71,0.64,0.34,0.32,55.08100492,5.549845584,6.932291858,0,3.656010704,0.396841714,21.24594104,7.13806418,48.69344901,8.590758441,5.471017144,1.990232079,4.323568254,0.626366714,24.4927906,5.811817765
155,781,48.13,19.83,9.73,4.86,4.58,5.55,2.65,1.13,1.02,0.98,0.41,0.39,0.37,43.13270988,8.856406633,5.044092841,1.982062236,5.385520851,0.76288312,25.95789897,8.878425466,47.76372891,9.092315647,5.337960493,2.373341664,4.447831255,0.655138131,24.94339558,5.386288312
156,801,42.89,20.77,9.06,4.62,7.01,8.91,2.67,1.05,0.85,0.44,0.62,0.47,0.44,35.74534805,17.85914966,2.738261197,6.119778405,0,0.350885918,25.38163467,11.8049421,46.89599222,9.464434309,5.234991395,2.808882911,4.659417352,0.689737534,25.3971002,4.84944408
157,802,43.43,19.78,9.04,5.21,6.97,8.81,2.71,0.99,0.92,0.47,0.7,0.39,0.42,39.3097735,16.94911282,2.834842205,5.616926731,0,0.355100984,25.02034177,9.913901986,47.16803783,9.912895745,5.151987144,2.972949926,4.255629858,0.666847884,25.33842389,4.53322773
158,805,45.04,19.25,9.37,6.68,5.01,7.41,2.47,1.11,0.94,0.78,0.94,0.31,0.53,45.95339153,10.84317948,5.120312749,0.290597753,2.616308058,0.489868513,24.15472513,10.53161679,48.21639694,10.04531118,5.205219358,2.797048943,3.834210023,0.6217249,24.95452169,4.325566956
159,805,47.54,15.7,9.98,7.07,5.05,7.2,2.64,1.15,0.98,0.79,0.89,0.32,0.33,51.90776084,12.23297662,4.129270899,3.825131122,1.045899983,0.581668592,25.26335579,1.013936159,47.06296942,10.647948,4.987991087,3.416045468,3.787237922,0.650684533,25.43209889,4.015024682
160,805,51.61,16.59,10.55,4.93,4.02,5.06,2.77,1.11,1.02,0.85,0.52,0.35,0.34,47.51221098,8.765680534,4.518213344,4.986739591,5.760931873,0.954544427,27.50167925,0,46.49732218,11.18530787,4.833174154,4.051420766,3.562590254,0.657624188,25.67469461,3.537865975
161,806,51.5,17.85,10.37,3.57,3.79,4.93,2.83,1.11,1.37,0.98,0.54,0.35,0.51,44.04886632,10.16257587,3.762023179,6.94583427,4.935405735,0.975803196,28.21334472,0.956146706,45.31140453,11.74615185,4.678694717,4.613073933,3.635589678,0.684961338,26.13238009,3.19774386
162,808,47.8,13.52,11.22,9.58,4.16,5.96,2.66,1.07,1.25,0.74,1.02,0.29,0.28,51.95317265,10.47984515,6.34302804,0.193749159,5.331309828,0.613000759,25.08589442,0,43.79232162,12.34398191,4.543563466,5.299020439,3.744472285,0.711819586,26.60192634,2.96289435
163,808,50.09,12.74,11.77,8.06,4.12,5.41,2.81,1.07,1.3,0.65,0.95,0.34,0.31,44.74676817,12.24980934,5.25867678,4.576165042,5.166824509,0.783805782,27.21795038,0,42.82640769,12.74777041,4.404721548,5.890757567,3.697046633,0.72836703,26.89650446,2.808424668
164,809,50.88,13.94,12.41,6.2,4.27,4.76,2.69,1.04,1.35,0.68,0.64,0.38,0.34,36.17520577,14.3999922,4.84910876,7.662191698,6.587166256,0.922972924,29.40336239,0,41.49840954,13.29980322,4.191273629,6.702643328,3.634079373,0.757319507,27.35097262,2.565498784
165,809,51.84,13.51,12.41,5.84,4.29,4.47,2.84,1.07,1.44,0.65,0.52,0.39,0.34,35.53902608,14.24105319,4.472592627,8.710824937,6.286337409,0.977018799,29.77314695,0,40.63706042,13.60391324,4.029609224,7.180543574,3.758474759,0.793239404,27.78856381,2.208595575
166,810,46.52,15.31,10.2,7.38,5.51,7.49,2.67,1.2,1.06,0.63,0.95,0.37,0.37,50.30587306,14.56600924,3.883182269,4.753610942,0,0.503951435,25.41290966,0.574463392,40.56518202,13.76083903,3.965929803,7.490697776,3.720633241,0.803518583,27.92852525,1.764674302
167,810,43.34,11.67,9.61,13.51,5.59,8.39,2.66,1.09,1.2,0.55,1.1,0.35,0.34,62.75024965,10.13926816,6.365415764,0,0,0.11450262,20.13208489,0.498478913,41.2243252,13.27314777,4.020362867,7.494461443,3.942579827,0.835975494,28.0347202,1.174427197
168,813,52.98,12.17,12.25,5.17,3.97,5.64,2.69,1.01,1.24,0.75,1.04,0.44,0.31,33.93233897,16.15184187,2.908275712,12.3799305,3.219223608,0.995202949,30.41318639,0,41.51970836,12.87692622,4.080977371,7.551425598,4.223395007,0.87017859,28.19865676,0.678732098
169,813,52.85,13.28,12.15,4.33,4.09,5.4,2.75,1.06,1.33,0.76,0.92,0.38,0.32,32.62798076,16.51082478,2.704229785,12.98487293,3.359376215,1.017764086,30.79495144,0,41.08738528,13.00951623,3.973780588,8.083121413,4.304501375,0.898042306,28.49150155,0.152151258
170,814,51.96,14.14,12.54,4.66,3.78,5.44,2.75,1.11,1.03,0.75,0.76,0.42,0.3,31.2428235,16.29347076,3.728747734,11.23306334,5.635673144,1.012260811,30.85396071,0,41.08789563,12.86194603,4.003086284,8.064069145,4.44475765,0.908035738,28.52875507,0.101454451
171,814,53.01,13.47,13.22,4.06,3.58,5.09,2.75,1.07,1.12,0.81,0.76,0.42,0.27,25.17354989,18.02046597,3.398544029,13.71893012,6.213691303,1.106969774,32.36784892,0,41.61437486,12.88420109,4.034894241,7.83228472,4.256979727,0.887468625,28.3430402,0.146756539
172,815,52.6,14.37,11.66,4.03,4.21,5.72,2.8,1.11,1.11,0.75,0.63,0.36,0.32,35.65284079,15.09441803,2.796403765,11.83474257,3.415741019,1.008133905,30.19771992,0,42.10631505,12.95735871,4.025496958,7.718209768,4.020270243,0.869672143,28.19726451,0.105412613
173,815,55.8,11.99,12.72,3.26,3.77,5.01,2.85,1.1,1.15,0.8,0.48,0.37,0.28,27.17729553,16.63013843,2.037959037,16.23771521,4.066166974,1.223209834,32.62751498,0,41.7524949,13.36448971,3.877835261,7.817588582,3.753704751,0.839022105,28.04397504,0.550889652
174,819,53.6,15.31,11.56,3.81,4.23,4.44,2.85,0.98,1.19,0.77,0.31,0.35,0.33,37.85402241,11.63204596,3.699003763,9.558004924,6.143918413,1.115239652,29.99776487,0,42.02186662,13.12939172,3.758064822,7.966175916,3.6555045,0.852150265,28.06595651,0.550889652
175,820,52,15.19,11.18,4.77,4.41,5.34,2.76,0.96,1.16,0.73,0.56,0.36,0.32,41.69514185,11.99492244,3.770504426,8.185146286,4.628690501,0.968466703,28.7571278,0,42.61710413,12.74268617,3.676689661,7.937988929,3.573567584,0.861883842,28.00086536,0.589214324
176,824,53.01,15.47,10.31,4.78,4.3,5.31,2.53,1,1.11,0.76,0.57,0.33,0.28,48.92821181,8.105324525,3.826922472,6.195051731,4.438931703,1.000024143,27.50553361,0,42.47731476,13.12249123,3.535334289,7.98890929,3.259250713,0.828648456,27.8311645,0.956886766
177,824,52.98,15.81,10.76,4.46,4.09,4.92,2.73,0.97,1.15,0.76,0.5,0.33,0.3,45.21743652,9.02468178,4.047132291,6.756209845,5.616303608,1.039162906,28.29907305,0,41.43671321,13.75978787,3.353096517,8.493665309,3.259250713,0.817114565,27.95220823,0.928163596
178,828,52.77,15.67,11.32,3.41,4.08,5.22,2.77,1.11,1.03,0.76,0.87,0.37,0.27,37.3069301,13.49497969,2.976377086,10.92451405,4.238435423,1.047142817,30.01162084,0,39.96509192,14.27707609,3.154376644,8.885394061,3.259250713,0.827093488,28.24538338,1.386333701
179,830,50.27,14.72,10.43,6.97,5.06,5.74,2.48,0.98,0.85,0.72,0.88,0.38,0.23,51.91796779,9.281572664,4.715384822,3.444085758,3.851025487,0.781537249,26.00842623,0,40.05734611,14.22058589,3.305227259,8.531009772,3.508241202,0.818552353,28.17270371,1.386333701
180,831,47.55,14.75,9.8,8.69,6.12,6.18,2.46,0.96,0.93,0.67,0.94,0.4,0.23,58.04179548,9.210781763,5.154372486,0.351051094,2.005373409,0.543202164,23.78738183,0.90604177,40.12504134,14.15206544,3.444616704,8.231241935,3.733483463,0.812929009,28.11428841,1.386333701
181,833,48.35,15.76,9.64,6.48,5.04,7.25,2.58,1.03,0.95,0.7,1.26,0.39,0.27,53.88767015,11.62572829,3.57407752,4.664335237,0.201216046,0.619873551,25.29783103,0.129268186,40.75951094,13.9446807,3.494231689,7.962446719,3.692088674,0.804539016,27.95616856,1.386333701
