Rank,Sols,SiO2,FeO,Al2O3,SO3,CaO,MgO,Na2O,TiO2,P2O5,K2O,Cl,Cr2O3,MnO,Amorhous_raw,Mafic_raw,Sulfate_raw,Magnetite_raw,Hematite_raw,Quartz_raw,Plagioclase_raw,Clay_raw,Amorhous,Mafic,Sulfate,Magnetite,Hematite,Quartz,Plagioclase,Clay
1,46,50.7,9.47,16.09,2.48,6.07,3.61,7.11,0.49,0.49,2.23,0.87,0.04,0.14,0,39.13121125,0,30.55168942,0,0.945932433,38.53572007,0,34.22579521,16.1525408,2.845565229,7.768980769,0.925935675,0.451849101,26.20870088,10.39543366
2,47,49.29,10.61,14.59,3.05,6.54,4.57,6.61,0.65,0.6,2.01,1.03,0.09,0.17,0,36.21796136,0,27.28041876,0,0.787906727,35.90255821,0,36.28922344,16.45951851,2.991201852,6.452481305,0.925935675,0.426859799,25.50975508,11.05457956
3,47,48.87,10.94,14.65,2.81,6.78,4.6,6.59,0.73,0.85,1.89,0.95,0.04,0.23,0,37.22407349,0,27.86290637,0,0.771235598,36.14404396,0,38.731635,15.17054916,3.265217867,5.088460367,0.925935675,0.389782327,24.706133,11.82239957
4,54,43.65,22.07,7.85,3.05,6.28,8.56,2.21,1.09,0.82,2.18,0.73,0.42,0.83,36.63355094,16.54276638,1.387952743,7.387563883,0,0.371004992,24.89567689,12.78148418,41.67615115,13.30934549,3.917899326,3.695315048,0.925935675,0.351220547,23.01014458,13.11398818
5,54,43.95,21,7.92,3.31,6.45,8.68,2.06,1.06,0.88,2.88,0.81,0.36,0.46,37.71556771,17.35919967,0.976914689,8.418723409,0,0.35714071,24.97929458,10.19315924,41.78765835,13.30285758,3.957456341,3.679533665,0.925935675,0.354744163,23.04290605,12.94890818
6,58,43.94,19.13,9.02,5.97,7.45,7.9,1.99,0.97,0.65,0.55,0.84,0.39,0.39,43.70677619,14.95161427,3.4132526,3.895268955,0,0.371996227,24.43002938,9.231062373,42.07969382,13.14414336,4.045101665,3.496964871,0.925935675,0.357542962,23.01637754,12.93424011
7,58,43.54,19.58,8.84,6.93,7.11,7.79,2.14,0.44,0,0.76,1.05,0.3,0.5,47.31033854,11.93399297,4.648679967,0.176448626,0.306306803,0.354173299,23.2520117,12.01804809,42.08714964,13.06638157,4.027360505,3.492584575,0.925935675,0.359645939,23.00542656,13.03551553
8,86,45.42,24.67,8.96,4.23,4.41,4.71,2.91,0.61,0.55,1.63,0.98,0.3,0.44,32.15447709,5.850026108,6.631089747,0,8.486963058,0.694985748,24.57633624,21.60612201,41.88397435,13.33243092,3.977271048,3.728094355,0.910620335,0.359609689,23.0991274,12.70887191
9,89,42.97,19.18,9.37,5.47,7.26,8.69,2.7,1.19,0.95,0.49,0.69,0.49,0.42,37.49361046,18.80235633,2.678683054,6.58908899,0,0.318987046,25.37418913,8.743084989,42.59580002,13.6334362,3.85794657,3.728094355,0.486272182,0.338920478,22.99668749,12.3628427
10,91,45.06,26.33,8.41,4.06,4.27,4.19,2.95,0.73,0.99,1.57,0.79,0.08,0.39,29.5978991,3.097214062,7.272676933,0,9.725443635,0.696946143,23.66059772,25.94922241,43.24358898,13.2065547,4.049211493,3.398639905,0.486272182,0.322971125,22.54996202,12.74279959
11,102,45.97,18.39,10.52,4.06,6.05,5.32,4.02,0.96,1.08,1.86,0.88,0.24,0.46,35.09747629,19.5917543,2.475794841,10.10810603,0,0.584728742,28.14533052,3.99680928,34.22579521,17.74552236,2.845565229,7.768980769,0.925935675,0.451849101,26.20870088,10.39543366
12,117,42.72,17.93,8.99,7.4,6.84,8.01,3.17,0.81,0.8,1.05,1.22,0.46,0.48,45.77499705,15.76231523,3.561321905,2.903996706,0,0.23717379,23.44327903,8.316916286,36.28922344,16.45951851,2.991201852,6.452481305,0.925935675,0.426859799,25.50975508,11.05457956
13,117,42.77,17.89,9.08,7.09,6.79,8.18,3.01,0.81,1,1.01,1.21,0.5,0.48,44.22396241,16.74083385,3.240409589,3.985936883,0,0.243218208,23.84517145,7.720467609,38.731635,15.17054916,3.265217867,5.088460367,0.925935675,0.389782327,24.706133,11.82239957
14,129,42.28,21.12,8.35,6.25,6.58,8.72,2.19,1.04,0.51,0.46,1.36,0.48,0.41,43.91158828,12.8526338,4.216194208,0.423231043,0,0.28229541,22.94987656,15.36418071,41.67615115,13.30934549,3.917899326,3.695315048,0.925935675,0.351220547,23.01014458,13.11398818
15,129,41.36,21.6,8.2,6.42,6.63,8.67,2.59,0.95,0.93,0.42,1.18,0.49,0.36,42.6771417,13.16750086,4.312334093,0,0,0.222081455,22.54398627,17.07695562,41.78765835,13.30285758,3.957456341,3.679533665,0.925935675,0.354744163,23.04290605,12.94890818
16,132,45.6,19.59,9.11,2.88,6.45,9.18,2.58,1.12,0.88,0.51,1.1,0.52,0.35,35.15793439,19.4752636,0.864679516,11.41006158,0,0.503101572,27.13441609,5.454543257,42.07969382,13.14414336,4.045101665,3.496964871,0.925935675,0.357542962,23.01637754,12.93424011
17,149,42.34,21.67,7.53,5.58,6.91,8.88,2,1,0.79,0.42,1.5,0.76,0.38,44.71339637,12.44706635,3.294982174,1.138251775,0,0.25014909,22.36597348,15.79018076,42.08714964,13.06638157,4.027360505,3.492584575,0.925935675,0.359645939,23.00542656,13.03551553
18,149,43.47,20.28,8.08,6.2,6.24,8.42,2.54,0.93,1.04,0.55,1.4,0.41,0.25,47.64625935,11.76149219,3.769078071,0.942993569,0,0.321660402,22.77257231,12.78594411,41.88397435,13.33243092,3.977271048,3.728094355,0.910620335,0.359609689,23.0991274,12.70887191
19,150,42.44,20.63,8.32,6.22,6.38,8.7,2.47,1.01,1.05,0.5,1.26,0.5,0.32,44.07610072,13.51961303,3.811738081,1.338651822,0,0.272531173,23.04109612,13.94026905,42.59580002,13.6334362,3.85794657,3.728094355,0.486272182,0.338920478,22.99668749,12.3628427
20,150,45.28,20.29,8.28,2.59,5.9,9.66,2.78,0.88,1.07,0.62,1.78,0.45,0.22,36.62482762,18.48155803,0.355522374,10.96627755,0,0.449733247,26.18185794,6.940223238,43.24358898,13.2065547,4.049211493,3.398639905,0.486272182,0.322971125,22.54996202,12.74279959
21,154,44.39,21.67,8.26,4.07,5.86,9.1,1.95,0.74,0.09,0.5,1.7,0.54,0.39,41.26856466,13.41113424,2.912732448,4.221700143,0,0.446146397,24.55680406,13.18291806,44.22197209,13.6300563,3.989612822,3.398639905,0,0.288123818,22.25043966,12.22115541
22,154,40.37,19.08,7.9,9.7,7.75,8.14,2.47,0.86,0.99,0.53,1.44,0.36,0.23,48.84823108,10.43857453,5.480320305,0,0,0.046357291,19.83011659,15.35640021,44.37145567,13.59630097,3.981021021,3.281769263,0,0.277408392,22.13450212,12.35754256
23,158,25.93,11.86,5.14,27.99,18.41,5.86,1.92,0.45,0.73,0.26,0.97,0.18,0.19,58.89032304,0,13.05362918,0,0,0,2.224275604,25.83177218,44.33527921,13.35089407,4.029096233,3.136569428,0,0.277414451,22.05182978,12.81891683
24,158,44.59,20.37,8.76,4,5.35,8.83,2.64,0.94,1.12,0.61,1.93,0.43,0.21,38.863695,16.41300814,2.179093048,7.071936211,0,0.441477311,25.55090619,9.479884108,44.69793223,12.95588862,4.189367561,2.937272584,0,0.265253541,21.71785913,13.23642633
25,161,44.58,20.03,8.46,4.88,5.82,8.87,2.42,0.8,0.94,0.57,1.72,0.42,0.25,43.55627698,14.1849154,2.729821162,4.767347527,0,0.413116695,24.44872441,9.899797823,44.79716285,12.89936318,4.224770291,2.916111032,0,0.260054128,21.64911412,13.2534244
26,161,44.41,20.48,8.39,4.94,6,8.67,2.45,1.01,0.73,0.55,1.39,0.47,0.34,43.85589273,13.39637847,3.058429414,3.807663046,0,0.414055758,24.21100976,11.25657081,44.85054418,12.91635341,4.186114803,3.036777048,0,0.265949425,21.70353125,13.04072988
27,161,43.85,17.16,9.94,7.02,6.94,7.71,2.95,1.01,0.97,0.64,1.01,0.31,0.36,43.24683263,17.25497983,3.64689082,4.886644216,0,0.353448295,25.12602861,5.485175606,45.36986339,12.58931765,4.324170334,2.569023588,0,0.258012966,21.51856983,13.37104224
28,162,42.6,20.73,8.17,6.54,5.82,8.72,2.65,0.94,1.04,0.52,1.44,0.29,0.32,46.39099064,11.87013174,4.244600193,0,0,0.281201528,22.52753796,14.68553795,44.70127398,12.98447337,4.159421226,3.245719032,0,0.275985898,21.81790977,12.81521673
29,165,36.84,17.12,7.43,13.5,9.41,9.05,2.41,0.67,0.94,0.42,1.44,0.33,0.26,50.4493896,10.26472646,6.503981504,0,0,0,16.43967971,16.34222272,43.9797626,13.40036066,3.970967322,3.953949136,0,0.291517201,22.09879639,12.30464669
30,165,37.52,17.42,7.76,12.49,9.12,8.58,2.55,0.87,0.85,0.49,1.44,0.41,0.29,49.16556118,11.56724588,6.080703527,0,0,0,17.67015058,15.51633883,43.50681929,13.68311828,3.848037081,4.342936056,0,0.296591501,22.24230181,12.08019598
31,165,43.87,18.68,9.44,5.14,5.95,8.74,2.88,0.92,1.01,0.81,1.35,0.45,0.36,38.08714799,18.91664786,2.303958812,7.770693196,0,0.370420211,25.82657963,6.724552299,43.50682802,13.79787193,3.932259285,4.130069045,0,0.280485656,22.14566812,12.20681795
32,165,41.85,21.7,7.78,6.6,5.21,9.76,2.47,0.85,0.94,0.43,1.59,0.26,0.35,45.05146781,10.85417713,4.522826144,0,0,0.237294986,21.7898323,17.54440163,43.60600358,13.91228545,3.92898657,4.112756863,0,0.270764468,22.09394469,12.07525838
33,165,38.38,17.67,7.45,12.49,9.54,8.01,2.33,0.83,0.88,0.35,1.26,0.39,0.26,51.47702293,8.840724921,6.445836157,0,0,0,17.16575834,16.07065765,43.4529427,14.12093766,3.825926452,4.169932579,0,0.274737256,22.20155764,11.95396571
34,168,41.34,20.3,8.21,7.84,6.89,8.32,2.47,1.06,0.83,0.58,1.25,0.35,0.31,45.89620067,11.72212488,4.9242488,0,0,0.17830714,21.57497644,15.70414207,42.44872889,15.00260493,3.300571632,4.428441616,0,0.286505895,23.29698567,11.23616136
35,168,43.31,20.59,8.41,5.65,6.04,8.61,2.66,0.95,1.02,0.56,1.24,0.42,0.29,43.74476813,13.50730562,3.539224347,2.41332032,0,0.339987401,23.63232895,12.82306523,42.42672025,15.10254155,3.31684245,4.358111278,0,0.275904762,23.23748107,11.28239864
36,169,43.58,20.17,8.39,5.93,6.01,8.75,2.48,0.95,1.04,0.53,1.18,0.42,0.31,45.54431863,12.93454838,3.625790133,2.05499238,0,0.344372387,23.43518766,12.06079043,42.24245793,15.26951383,3.325140047,4.306762835,0,0.262675202,23.18060144,11.41284872
37,169,46.88,20.5,8.88,0.89,5.4,9.8,3.04,0.91,1.02,0.62,1.13,0.41,0.29,31.34160818,20.35018058,0,14.67216066,0,0.60960773,28.3527722,4.673670653,41.9560933,15.47358845,3.32260264,4.305323316,0,0.250903029,23.15154682,11.53994244
38,173,47.57,19.69,8.9,1.04,5.32,9.76,2.98,0.91,1.02,0.69,1.2,0.42,0.27,33.21603176,20.07923813,0,15.10759564,0,0.632286463,28.39030474,2.574543265,42.14559477,15.1865494,3.369697392,4.060991105,0,0.249494827,23.03686491,11.9508076
39,181,43.69,20.58,8.71,3.53,6.18,9.89,2.98,0.96,0.95,0.59,0.91,0.42,0.3,34.61723454,19.17476532,1.353133252,9.118390228,0,0.374017185,25.91120462,9.451254864,42.21360365,14.91444291,3.365212175,4.060991105,0,0.253975244,22.9756594,12.21611551
40,230,40.99,18.98,8.84,6.13,7.81,9.26,3.46,0.96,0.96,0.59,0.67,0.51,0.21,36.62500215,20.77663102,2.03996647,6.70893733,0,0.127616347,24.24918414,9.472662543,41.91941081,15.12719218,3.206610998,4.210466217,0,0.268936827,23.33222001,11.93516296
41,230,42.71,19.5,8.4,6.07,7.22,8.85,2.86,1.02,0.9,0.56,0.88,0.46,0.3,43.25207585,15.69940478,2.847278137,3.875456499,0,0.251722635,23.52233537,10.55172674,41.76845981,15.20126942,3.08968983,4.263406094,0,0.28174205,23.58175454,11.81367826
42,230,41.26,19.64,7.98,7.23,7.87,8.87,2.5,1.05,1.07,0.53,1.1,0.34,0.27,45.78701349,14.61161863,3.419117949,1.143514331,0,0.125813048,21.98237567,12.93054688,42.16801952,14.70627564,3.189177737,3.874871435,0,0.277611971,23.36722187,12.41682183
43,230,42.08,20.11,8.57,5.52,7.73,9.03,3,0.99,0.9,0.6,0.56,0.4,0.3,38.80604687,17.63334551,2.54653277,5.17018073,0,0.235372786,24.13283615,11.47568517,42.07158878,14.86260197,3.122820792,4.059593209,0,0.285175716,23.48877102,12.1094485
44,230,42.06,19.61,8.79,5.71,7.79,9.09,3.02,0.95,0.97,0.54,0.56,0.43,0.25,38.4235223,18.41174037,2.50450941,5.665329456,0,0.229454654,24.36081417,10.40462963,41.61559216,15.14272182,2.941845028,4.297074099,0,0.305878666,23.8600817,11.83680652
45,230,41.06,19.96,8.45,6.36,7.94,9.2,3.11,0.95,0.98,0.55,0.52,0.39,0.26,39.87103057,17.52436104,2.895773113,3.740378675,0,0.148525492,23.31113172,12.50879938,40.9881527,15.41961445,2.783210491,4.689011989,0,0.318599003,24.07390248,11.72750889
46,230,41.06,20.68,8.51,5.91,7.87,8.97,2.93,1.05,0.92,0.55,0.52,0.47,0.33,38.12860012,17.47787099,3.007681256,3.778872658,0,0.178612287,23.62991746,13.79844523,40.36609366,15.73827719,2.641394479,5.135387104,0,0.325095565,24.24456121,11.54919079
47,270,43.11,20.27,8.5,6.76,5.94,8.57,2.51,1,0.75,0.61,1.17,0.34,0.29,47.03686196,11.51419867,4.58878587,0,0,0.325284268,22.83239034,13.7024789,39.61099466,16.05772004,2.529079603,5.477666459,0,0.326338079,24.37407519,11.62412596
48,270,43.67,23.63,6.67,4.95,4.38,10.33,2.01,0.82,0.69,0.3,1.61,0.33,0.37,47.75116827,6.42800207,4.154895844,0,0,0.370809866,21.3034279,19.99169605,40.23505491,15.71498473,2.729959606,4.827024135,0,0.312470122,24.13733233,12.04317416
49,270,43.18,19.51,8.55,6.2,6.64,8.55,2.6,0.91,0.87,0.5,1.21,0.45,0.3,44.56553272,14.51971173,3.331957973,2.98950223,0,0.299231644,23.57089189,10.72317182,40.18664718,15.73678187,2.738941581,4.774858121,0,0.311449471,24.14246563,12.10885615
50,270,42.58,20.15,8.17,6.54,6.45,8.9,2.6,0.96,0.98,0.44,1.28,0.44,0.29,46.14654129,13.0487907,3.742280163,1.058797555,0,0.256104464,22.66084116,13.08664466,39.58252972,16.07043892,2.671284918,5.287947056,0,0.32943209,24.42207389,11.6362934
51,270,42.55,22.63,7.24,5.83,5,9.91,2.3,0.87,0.86,0.36,1.49,0.37,0.35,46.07834206,9.01677229,4.293716943,0,0,0.287818642,21.53592617,18.78742389,39.81473503,15.79353829,2.738365014,5.089178063,0,0.335735536,24.38433502,11.84411305
52,276,43.99,20.36,8.54,5.2,5.88,8.69,2.59,0.97,1.02,0.52,1.42,0.36,0.26,43.12285318,13.98070379,3.19568725,3.694435488,0,0.388569883,24.22081539,11.39693502,39.72839328,15.74896758,2.772273532,5.009139036,0,0.335908339,24.37655283,12.02876541
53,277,44.37,20.34,8.54,4.77,5.91,8.71,2.57,0.94,0.96,0.48,1.49,0.43,0.29,42.35709053,14.44312197,2.826320891,4.749617803,0,0.414059001,24.59197186,10.61781795,39.54287804,15.76141833,2.782990002,5.040675592,0,0.34043367,24.42879164,12.10281271
54,283,43.76,22.57,8.39,2.63,6.26,9.27,2.57,0.89,0.79,0.47,1.39,0.39,0.23,33.34741138,17.2599774,1.751558044,7.838757803,0,0.432713872,25.85139195,13.51818955,39.65222759,15.63720283,2.822285294,4.911668712,0,0.340708178,24.38935016,12.24655724
55,283,44.61,21.38,8.75,2.07,6.27,9.2,3.01,1,0.8,0.55,1.38,0.37,0.3,31.30358729,19.88056052,0.702904122,11.34082261,0,0.469918645,27.04550356,9.256703247,39.78517632,15.49221663,2.859523696,4.783160976,0,0.341939931,24.3504677,12.38751475
56,287,42.88,22.55,8.47,2.61,6.36,9.36,2.98,0.98,0.92,0.5,1.42,0.43,0.32,30.44233875,19.32340539,1.379492601,8.900579478,0,0.369222662,26.02546739,13.55949373,39.73385566,15.53158161,2.841013856,4.979493118,0,0.355696399,24.49054939,12.06780996
57,291,43.04,20.39,8.68,6.12,6.31,8.32,2.43,1.02,0.77,0.56,1.23,0.49,0.35,43.82281308,13.49547437,4.017600056,1.659314181,0,0.332248589,23.61791498,13.05463474,39.85351183,15.4303413,2.877691894,4.915045092,0,0.360179818,24.49765244,12.06557763
58,291,46.81,19.82,9.34,1.57,5.44,9.15,3.14,0.91,0.92,0.66,1.33,0.42,0.28,32.24787722,20.51518075,0.179639508,14.06427535,0,0.611873461,28.49297079,3.888182914,38.18409519,16.34319328,2.684427977,5.980207941,0,0.384056059,25.04356587,11.38045368
59,304,49.01,14.71,11.63,2.67,6.22,6.31,4.39,0.77,0.89,1.65,0.92,0.38,0.31,22.53488534,25.84790637,0,19.38016894,0,0.733669558,31.50336979,0,37.80323783,17.05084836,2.612301737,6.439702426,0,0.3871192,25.32592157,10.38086888
60,322,42.1,20.69,8.43,5.88,6.81,8.95,2.89,0.75,0.64,0.43,1.08,0.76,0.4,41.26910834,15.23861839,3.381568381,2.733557469,0,0.253685269,23.49440671,13.62905544,37.02426365,17.3755897,2.445703839,7.21253918,0,0.41588841,25.68130493,9.84471029
61,322,42.05,20.9,8.38,5.9,6.82,8.77,2.71,0.83,0.7,0.47,1.14,0.77,0.37,41.52524089,14.80799059,3.525448491,2.274675955,0,0.255178686,23.3666915,14.24477388,35.55466847,17.85304297,2.493614711,7.805361994,0.438550559,0.451972599,26.21241063,9.190378057
62,322,41.64,20.72,8.34,6.29,6.73,9.08,2.87,0.76,0.65,0.43,1.11,0.79,0.4,42.07670873,14.86063375,3.633447355,1.774245445,0,0.21631968,23.02715198,14.41149307,34.39435443,18.41554317,2.567536613,8.213092745,0.886711923,0.477932054,26.68349631,8.361332762
63,322,41.9,21,8.29,5.78,6.88,9.05,2.8,0.76,0.65,0.42,1.13,0.76,0.4,40.99303769,15.14903545,3.332438611,2.590043145,0,0.240862944,23.34400648,14.35057568,34.61642026,18.59228493,2.571912481,8.330769207,0.886711923,0.477101052,26.73331414,7.791486011
64,322,42.16,20.58,8.44,5.82,7.03,8.7,2.86,0.75,0.74,0.46,1.12,0.76,0.38,41.0824969,15.51201646,3.24927745,3.095174723,0,0.254089706,23.58316491,13.22377985,34.02547915,19.07491401,2.566202322,8.719666202,0.886711923,0.484413828,26.98201744,7.260595114
65,323,44.49,18.51,9.63,5.1,6.52,7.69,3.23,0.92,0.77,1.18,0.83,0.6,0.37,38.8446175,18.31166063,2.525576302,7.667021517,0,0.42365485,26.11276569,6.114703516,34.31896759,19.22983736,2.630613625,8.796191626,0.886711923,0.487777331,27.0652149,6.584685636
66,323,42.03,20.63,8.75,6.05,6.54,8.26,2.98,0.85,0.8,0.78,1.15,0.65,0.36,40.52172344,15.45306481,3.741242025,2.489912136,0,0.268280681,23.77197826,13.75379865,34.84485921,19.23215521,2.731949164,8.664872155,0.886711923,0.484721091,27.03288078,6.121850474
67,360,49.41,11.96,13.76,3.9,7.23,4.66,4.84,0.76,0.73,1.67,0.65,0.06,0.27,13.64852918,29.77123814,0.723507521,21.30325698,0,0.802809082,33.7506591,0,34.48400177,19.56018287,2.816491334,8.937400093,0.964053344,0.499641617,27.29435318,5.443875787
68,373,45.41,14.62,10.88,6.89,7.2,7.27,3.21,1.03,0.96,0.84,0.99,0.25,0.31,40.13402106,20.58110375,2.712371058,9.189889713,0,0.432072684,26.95054173,0,34.0561247,19.91671186,2.806746599,9.312364371,1.059101098,0.512444263,27.54536305,4.79114405
69,387,53.09,10.16,11.61,4.46,7.19,4.41,4.12,1.35,1.45,0.92,0.85,0.09,0.22,28.98604908,21.01453851,0,18.44623731,0,0.874615847,30.67855925,0,34.61320072,19.80665709,2.983528,8.961405238,1.069847901,0.506659645,27.4619665,4.596734905
70,394,49.32,15.31,14.39,4.48,5.53,3.19,4.24,0.53,0.6,0.58,1.46,0,0.13,16.75463785,22.59785613,4.70049762,12.91525384,8.771011185,0.977788248,33.28295512,0,35.59697187,19.50333497,3.150483945,8.375248114,1.069847901,0.490840688,27.21653761,4.596734905
71,395,46.89,16.82,13.59,5.68,5.44,3.67,3.96,0.7,0.69,0.57,1.75,0.03,0.13,22.8720611,20.26677623,5.772154965,8.154615021,8.963227276,0.807007726,30.95763967,2.206518012,35.76582379,19.42325686,3.196296071,8.24698409,1.069847901,0.488966715,27.17246022,4.636364359
72,399,45.19,14.4,10.25,7.98,6.97,7.76,3.07,0.85,0.99,0.81,1.13,0.22,0.24,47.5641698,17.51553901,3.283204613,6.047964728,0,0.371949858,25.21717199,0,35.8533389,19.44241136,3.161357362,8.329719722,1.069847901,0.490497058,27.1867152,4.466112498
73,399,46.18,14.15,12.29,6.08,6.78,6.14,3.87,0.86,0.86,1.08,0.98,0.16,0.4,30.53826847,24.09570361,2.71211771,12.52755769,0,0.560314512,29.56603801,0,35.52425557,19.54127827,3.066140891,8.578542925,1.069847901,0.49684778,27.27628486,4.446801807
74,399,46.28,13.8,11.37,7.12,6.77,6.67,3.45,0.88,1.01,1.14,0.99,0.13,0.23,39.21718008,20.35844442,3.03978412,9.369266287,0,0.499983939,27.51534115,0,35.60623265,19.51782825,3.094039363,8.538636998,1.069847901,0.497804285,27.27841495,4.397195611
75,399,45.81,13.2,10.84,7.78,7.46,7.17,3.31,0.94,0.93,0.97,0.97,0.19,0.27,41.82141964,19.92691733,2.729614899,8.714433203,0,0.408793841,26.39882108,0,35.68386063,19.45079151,3.13957743,8.42954543,1.069847901,0.497341177,27.25424238,4.474793538
76,399,47.53,11.93,13.64,6.62,6.53,5.64,3.89,0.71,0.88,0.85,1.34,0.09,0.17,23.22519005,25.88395877,3.070335995,14.35113823,1.546828417,0.667633179,31.25491536,0,35.54105488,19.44046969,3.148492251,8.317562649,1.069847901,0.489404999,27.18183985,4.811327769
77,400,46.29,14.96,12.04,6.54,6.09,6.33,3.43,0.8,0.83,0.65,1.49,0.07,0.24,35.2652717,20.62605415,3.822705355,9.158599746,1.900955082,0.588301502,28.63811246,0,35.21872369,19.62042514,3.077490021,8.507953105,1.069847901,0.488338124,27.23493073,4.782291289
78,400,45.78,15.22,11.03,7.07,6.43,6.85,3.19,0.8,0.92,0.76,1.36,0.12,0.23,43.38939745,18.31408535,3.715267526,7.045092689,0.214936065,0.496181102,26.82503982,0,36.18832595,19.06738757,3.172990715,7.714958298,1.069847901,0.459922191,26.78053704,5.546030334
79,400,44.99,14.86,10.95,7.35,7.07,7.21,3.15,0.87,0.99,0.73,1.18,0.19,0.27,42.21030839,19.78146387,3.339118894,7.657026455,0,0.417290416,26.59479197,0,35.42476736,19.29803244,3.042749796,8.182136075,1.069847901,0.472516152,26.96391994,5.546030334
80,441,41.68,20.3,8.47,7.04,6.42,8.35,2.48,1.07,0.98,1.04,1.1,0.52,0.35,44.64614682,13.63705615,4.297810914,0.168276991,0,0.216205817,22.61285876,14.42164454,33.97546491,20.18083327,3.042749796,8.759398201,1.069847901,0.472292259,27.31048863,5.546030334
81,442,43.07,19.81,8.34,5.74,5.72,8.37,2.45,0.86,0.77,2.52,1.24,0.48,0.41,43.27554302,15.19108059,2.826674306,3.929388595,0,0.285785548,23.65179129,10.83973665,33.57804792,20.52425705,2.896127376,9.177198003,0.759286986,0.471114392,27.40504324,5.546030334
82,472,43.01,22.35,7.98,3.29,6.13,8.71,2.7,0.89,0.75,1.96,0.95,0.54,0.5,35.49504208,16.83797194,1.729117945,6.75070951,0,0.34333411,24.81854516,14.02527924,32.43444487,21.27434694,2.646868068,10.12536192,0.465282417,0.484456339,27.78377514,5.435704433
83,485,42.15,20.28,8.66,6.43,6.22,8.36,2.61,1.01,0.94,1.37,0.94,0.41,0.4,42.63257934,14.68003506,3.890408051,1.791924609,0,0.259993059,23.38660811,13.35845177,30.23241138,22.05802011,2.541310554,10.99860615,0.545413643,0.510690428,28.32808344,5.435704433
84,485,41.79,20.72,8.57,6.53,6.32,8.16,2.63,1.01,0.94,1.24,0.95,0.51,0.43,42.63505663,14.17128165,4.160038789,0.913343364,0,0.244827542,23.09971364,14.77573839,28.70549795,22.59992477,2.422204459,11.80019598,0.603662276,0.538058247,28.76821141,5.435704433
85,487,41.93,20.86,8.78,5.05,6.62,9.08,2.9,0.92,0.99,0.7,1.24,0.38,0.31,35.98850247,18.10522436,2.70387272,5.427365886,0,0.264931283,24.66471515,12.84538813,27.00314555,23.10079756,2.334477303,12.49970325,0.73128894,0.564854404,29.20348809,5.435704433
86,487,41.64,21.18,8.69,4.67,6.35,9.41,3.19,1.1,0.89,0.62,1.26,0.45,0.33,34.07509958,19.05217377,2.321197428,6.297721267,0,0.246943191,24.83379572,13.17306904,27.52757272,22.41186284,2.287805098,12.55179456,0.785604086,0.601993424,29.27112237,5.435704433
87,487,41.13,21.95,8.63,4.61,6.66,9.32,3.01,0.99,0.86,0.62,1.19,0.46,0.29,33.04057438,18.71048672,2.633521394,5.443360824,0,0.234490418,24.66278536,15.2747809,28.41936313,21.92707866,2.302581819,12.02429969,0.708262665,0.583270384,28.91851315,5.99009003
88,503,49.91,10.75,12,5.13,6.48,5.32,3.98,0.58,0.89,3.44,1.02,0.1,0.26,24.8628493,25.19400111,0.107552678,18.53344526,0,0.683951907,30.61819975,0,26.97029071,22.48250748,2.198941767,12.6799231,0.69667977,0.598603147,29.25642353,5.99009003
89,503,49.93,10.27,15.37,2.32,5.76,3.41,6.78,0.72,0.93,2.94,1.11,0.05,0.26,0,38.67055512,0,29.99147982,0,0.870137981,37.60993305,0,27.01004781,22.37762405,2.187719127,12.51615956,0.685932966,0.588231091,29.12078011,6.386964812
90,506,50.85,10.92,14.97,4.23,6.16,4.24,5.06,0.56,0.69,1.21,0.7,0.07,0.15,8.806298179,29.46633173,1.76804921,21.27124989,2.559792878,0.954230916,35.1740472,0,27.02949413,22.23613611,2.166286927,12.40312601,0.685932966,0.583730091,29.02572812,6.743025173
91,510,51.22,11.48,16.22,2.13,5.71,3.08,5.42,0.54,0.62,2.23,0.89,0.07,0.19,0,35.26857414,0.786968809,27.11789338,3.083135899,1.073846653,38.53227771,0,26.81559692,22.0286231,2.234955506,12.39471217,0.694126931,0.578971184,28.91480902,7.211664707
92,510,49.34,12.19,15.18,3.27,6.15,3.69,5.01,1.19,0.78,1.89,0.88,0.04,0.29,3.523499919,33.18900233,1.172054345,23.51284924,1.602624513,0.896631654,36.103338,0,26.72412171,21.70875311,2.401667177,12.19824274,0.702114904,0.567375206,28.70832251,7.862862185
93,512,53.98,5.73,16.8,4.43,7.16,3.41,5.19,0.35,0.61,1.36,0.69,0.06,0.12,0,34.93379681,0.329995805,28.55935437,1.164972672,1.107670893,38.36859753,0,26.13538985,22.19990845,2.415850571,12.64296813,0.702114904,0.582214574,29.03341483,7.161598223
94,512,51.94,10.47,15.28,3.56,5.46,3.66,4.81,0.71,0.64,2.48,0.66,0.04,0.18,5.170132078,30.37590023,1.285240993,23.35941161,2.552533272,1.035907061,36.22087475,0,26.27277011,22.28352208,2.384046353,12.78151141,0.702114904,0.585085447,29.08235775,6.782051472
95,516,56.78,13.65,9.46,3.52,3.6,2.91,4.21,0.99,0.63,3.04,0.84,0.03,0.21,52.30996303,6.14822299,1.796170811,9.756259468,1.086302921,1.151574248,27.75150653,0,25.48549427,21.74211605,2.53623197,12.73584424,1.229965105,0.610912751,29.14740002,7.385495118
